"author" "date" "body"
"936" "Moreisless" 2013-05-20 " i do not understand the reason for the memorial weekend break in the us the 2 main movies opening are ff6 and the hangover 3i thought that hbo are less influenced by fluctuating ratings  "
"937" "Ninnyhammer" 2013-05-20 " sunnyone  i had always thought that leeches suck the impurebad blood and hence are often used as blood stream cleansers also why roose bolton has been known to use it so frequently wouldnt the 3 leeches then metaphorically suck tavern girls blood from gendry than roberts "
"938" "Bronxite" 2013-05-20 " idil  give dany a break shes been running around in a desert with 8000 dudes who got their packages cut off as part of their training and 2 old men i can totally understand her wanting to get a little sumthin from a guy with good cheekbones who brings her 2 heads in a bag as a token of his devotiontoo bad for jorah mormont just when he thought he had a chance his only competition was barristan it looks like he is going to be permanently friendzoned oh well he should have made his move earlier "
"939" "anonnyscouse" 2013-05-20 " sunnyone  they hurt when pulled off so the lowest leech certainly would have hurt "
"940" "Moreisless" 2013-05-20 " singist  dragons blood is way stronger than gendrys however if you get 3 leechesnames to kill stanniss best option would be tywinjoffrey and tommen "
"941" "anonnyscouse" 2013-05-20 " deletethispost  be a perfect fit now that tyrion and bronn have seperated a bit from their bromance "
"942" "anonnyscouse" 2013-05-20 " khw333  i said last week that theyll have to soften some other sansa scenes previous include joffrey punishing her in court before tyrion saved her because of the age of actress and also the character even if sophie was 18 because shes playing a 14 year old as said in this episode sexualised nudity is against the law "
"943" "MoreTears" 2013-05-20 " singist  what about kittens does it have kittens omg i think this actually constitutes talking to a woman on the internet about her vagina which is not the sort of thing i do honest "
"944" "SarahHughes" 2013-05-20 " thenorthremembers  oh yes good point about gendry i thought it was very clever and subtly done all those second sons "
"945" "singist" 2013-05-20 " sunnyone  its a jungle out there "
"946" "SarahHughes" 2013-05-20 " bluedylan  i think the thing with cersei and margaery is that margaery really gets to cersei and makes her unable to control herself shes just so irritated by her and the whole simpering sister thing that she drops her guard "
"947" "SarahHughes" 2013-05-20 " catch22  i actually love that sam left it behind because it was so in character hes never killed anyone he didnt expect to kill the terrifying undead creature im not surprised he simply dropped the weapon and ran "
"948" "MRONeill" 2013-05-20 " seeknsanity  how fragile and hopeful did arya look with the hound she just tugs my heart so true she looked so little on the neck of that huge horse in front of the huge hound certainly the first time since perhaps s1 with her dad where she actually looked like a little girl maisie williams never ceases to amaze  you could read the cautious hope on her face while still doing everything she can to remain strong i love that the hound took credit for saving sansa must be one of the first times hes acknowledged he has done something goodand made his lack of allegiance to joffery and cersei very clear "
"949" "SarahHughes" 2013-05-20 " sashabv12  ha i know im sorry they are very fine abs i was going to mention them but i wasnt sure about it given they ended up being tortured with leeches oh the complexities of the nudity count nah really i should have mentioned them "
"950" "singist" 2013-05-20 " moretears  well apart from mine of course which is full of rainbows and starlight hence why everyone is always demanding to see it puts on danys moderately amused expression "
"951" "singist" 2013-05-20 " sunnyone ciwstudent  if the leach plan works and it is possible to bump off your enemies with a few drops of delicious gendry blood then someone better tell dany quick shes got way too many soldiers already "
"952" "seeknsanity" 2013-05-20 " singist  next time huh "
"953" "ciwstudent" 2013-05-20 " sunnyone  good point about them dying anyway  valar morghulis i suppose "
"954" "dhulmes" 2013-05-20 " chinofjim  i have to agree highlight of the episode for me stephen dillane impresses me more and more each time hes on screen hes gives stannis so many mannerisms and facial tics that really flesh out the character despite limited screentime "
"955" "ciwstudent" 2013-05-20 " ntofr1  i think they did a good job with daario because i think the way he is described in the books would just look ridiculous i mean he sounds bizarre enough in the books but i think if the had adapted him litterally it would just have been a bit too weird a bit like the ghiscari hairdos "
